Hijri Day,Hijri Month,Hijri Year,Gregorian Day,Gregorian Month,Gregorian Year
6,12,1445,12,6,2024
7,12,1445,13,6,2024
8,12,1445,14,6,2024
9,12,1445,15,6,2024
10,12,1445,16,6,2024
11,12,1445,17,6,2024
12,12,1445,18,6,2024
13,12,1445,19,6,2024
14,12,1445,20,6,2024
15,12,1445,21,6,2024
16,12,1445,22,6,2024
17,12,1445,23,6,2024
18,12,1445,24,6,2024
19,12,1445,25,6,2024
20,12,1445,26,6,2024
21,12,1445,27,6,2024
22,12,1445,28,6,2024
23,12,1445,29,6,2024
24,12,1445,30,6,2024
25,12,1445,1,7,2024
26,12,1445,2,7,2024
27,12,1445,3,7,2024
28,12,1445,4,7,2024
29,12,1445,5,7,2024
30,12,1445,6,7,2024
